MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21303155,750000.0,85750,-110.844197,32.326666,0.56,7000.5,2000,3,3.0,3330.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Natural Stone",122.0
21317194,851000.0,85718,-110.899014,32.317203,0.51,6919.43,2002,5,4.0,4446.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone, Wood",80.0
21725179,835000.0,85750,-110.861685,32.289028,1.05,6069.94,1987,4,3.0,3550.0,2.0,"Compactor, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: granite, Oven: double wall",0.0,"Ceramic Tile, Wood",33.0
21704232,827000.0,85750,-110.844413,32.303983,0.96,9750.0,2000,5,4.0,4079.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",2.0,"Carpet, Ceramic Tile",40.0
21803306,771500.0,85750,-110.854112,32.325539,1.1,10137.0,1992,3,4.0,3989.0,2.0,"Desk, Dishwasher, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Other, Microwave: Built In White, Oven: Built In Off White",2.0,"Carpet, Ceramic Tile, Mexican Tile, Natural Stone",166.66
21828915,822500.0,85718,-110.938324,32.338445,0.93,8869.54,1999,4,3.0,3474.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: granite",1.0,"Carpet, Natural Stone",157.0
21705930,815000.0,85755,-111.00943,32.467867,1.02,2698.6,2018,3,3.0,2644.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,Natural Stone,213.0
21832814,820000.0,85742,-111.064241,32.396889,3.31,7265.46,2015,4,3.0,3521.0,4.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: SLAB GRANITE, Microwave: BUILT IN, Oven: BUILT IN",1.0,"Carpet, Natural Stone",0.0
21809053,801000.0,85749,-110.725558,32.282656,1.09,7657.0,1994,5,4.0,4451.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Viking Appliances",4.0,"Carpet, Mexican Tile",8.33
3059704,750000.0,85622,-111.001762,31.841975,2.72,7169.9,1995,6,7.0,3512.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Microwave, Oven",3.0,Ceramic Tile,0.0
21904043,835000.0,85739,-110.863745,32.552031,0.28,5079.64,2006,3,4.0,3434.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Stonite, Microwave: Stainless Steel, Oven: Double Oven",1.0,"Carpet, Ceramic Tile, Natural Stone",180.0
21906937,815000.0,85755,-110.975998,32.433075,1.54,11126.4,2009,5,4.0,4289.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator",1.0,"Carpet, Ceramic Tile",76.0
21912038,750000.0,85755,-110.9858,32.465139,0.31,9028.97,2016,2,3.0,2758.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Convection",1.0,Ceramic Tile,0.0
21900076,800000.0,85750,-110.838005,32.320776,0.74,9706.08,1989,4,3.0,3738.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Tile, Oven: Double",1.0,"Carpet, Ceramic Tile, Mexican Tile, Natural Stone",142.0
21920055,811250.0,85715,-110.859265,32.258721,0.57,7251.5,1963,4,4.0,3742.0,2.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Ceramic Tile, Wood",119.66
21402074,822500.0,85750,-110.866223,32.321467,0.52,7152.0,1994,5,4.0,4340.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Mexican Tile",50.0
21425623,775000.0,85750,-110.863742,32.332763,1.09,8375.0,1986,4,4.0,4393.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",202.0
21207408,800000.0,85718,-110.910621,32.294134,1.65,8296.43,1993,5,4.0,4446.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",193.0
21628887,820000.0,85745,-111.065113,32.25752,2.2,7545.12,1999,4,5.0,4087.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Wood",0.0
21732335,785000.0,85743,-111.088331,32.311675,3.3,9627.35,2004,4,4.0,3850.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: elec, Oven: Double",1.0,Concrete,74.0
21814146,820000.0,85755,-110.967221,32.459605,1.33,9880.37,1998,3,3.0,3104.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: -",3.0,"Carpet, Natural Stone",107.0
21832899,810000.0,85750,-110.830877,32.316971,1.11,7895.11,1990,4,3.0,3153.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: yes, Microwave: Stainless, Oven: yes",4.0,"Carpet, Mexican Tile, Natural Stone",67.0
21832431,825000.0,85749,-110.713888,32.268533,3.49,7567.13,1996,4,4.0,3906.0,5.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Ceramic Tile, Concrete",0.0
21830216,790000.0,85718,-110.918667,32.305535,1.87,1045.42,2017,4,4.0,3200.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Carpet, Natural Stone",84.0
21725741,830000.0,85658,-111.092913,32.458419,0.58,9877.36,2006,3,4.0,3811.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Wood, Other: Porcelain Tile",88.0
21824073,815000.0,85730,-110.764171,32.172707,3.3,2738.41,2018,4,4.0,4175.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: granite, Microwave: built in, Oven: yes",1.0,Ceramic Tile,0.0
21323306,810000.0,85718,-110.898909,32.321575,0.42,6662.0,2001,5,4.0,4446.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Natural Stone, Wood",80.0
21708554,793008.0,85718,-110.917737,32.311985,1.04,7281.0,1993,4,3.0,3692.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator",4.0,"Carpet, Ceramic Tile, Natural Stone, Wood",195.0
21907145,825000.0,85747,-110.742856,32.163255,3.43,1322.68,2017,4,4.0,4560.0,4.0,"Dishwasher, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless",4.0,Concrete,115.0
21611054,830000.0,85718,-110.88587,32.302642,1.56,6215.0,1998,3,3.0,3243.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",12.0
21525910,789000.0,85718,-110.885561,32.331293,0.9,5325.41,1963,5,5.0,4279.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Natural Stone, Wood",258.0
21627980,815000.0,85755,-110.9802,32.459632,0.44,9867.63,2008,3,4.0,3014.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",167.0
21040927,765000.0,85718,-110.928527,32.299422,2.7,6031.0,1955,5,8.0,4274.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Mexican Tile",0.0
21302401,825000.0,85750,-110.822293,32.283541,0.6,8579.0,2006,4,4.0,3674.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",110.0
21320525,800000.0,85718,-110.887925,32.330931,1.14,8518.0,1993,3,4.0,4168.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood",149.0
21331116,789000.0,85755,-110.982209,32.427377,0.96,7988.84,2007,4,4.0,4620.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",66.0
21725424,800000.0,85755,-110.949062,32.451503,0.82,9036.02,1998,4,3.0,3580.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator",1.0,"Carpet, Natural Stone",70.0
21921288,792500.0,85718,-110.931493,32.341442,1.05,8151.89,1998,4,4.0,3778.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: microwave, Oven: oven",2.0,"Carpet, Natural Stone, Wood",100.0
21706522,823000.0,85750,-110.835458,32.313563,0.88,8234.81,2013,4,5.0,3431.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Other",66.0
21809076,805000.0,85750,-110.824352,32.285271,0.81,8560.0,2003,5,4.0,3582.0,3.0,"Desk, Dishwasher, Gas Range, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Carpet, Ceramic Tile",125.0
21614519,786620.0,85619,-110.754519,32.443022,0.37,9407.98,2005,4,3.0,2517.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Ceramic Tile, Wood",25.0
21811736,790000.0,85755,-110.978029,32.462145,0.67,1986.0,2018,3,4.0,2751.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless",0.0,"Carpet, Ceramic Tile, Natural Stone, Wood",194.0
21208319,799800.0,85716,-110.930668,32.231175,0.42,3374.56,1930,4,4.0,3737.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",0.0
21207060,802500.0,85755,-110.991883,32.463918,1.53,11193.87,2002,3,4.0,3478.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",130.0
21207777,748000.0,85739,-110.897203,32.529879,0.21,4947.58,2002,4,4.0,3481.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",140.0
21700001,775000.0,85755,-110.967793,32.45928,1.71,9089.15,1995,3,4.0,3673.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5.0,"Carpet, Natural Stone",124.0
21724148,800000.0,85750,-110.867501,32.318443,1.08,9449.05,1990,4,4.0,4085.0,3.0,"Compactor, Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Marble",2.0,"Carpet, Ceramic Tile",43.0
21819297,809000.0,85718,-110.895057,32.289582,1.02,2814.9,2018,4,4.0,3689.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: quartz, Microwave: stainless",2.0,"Ceramic Tile, Natural Stone",25.0
21902112,799500.0,85750,-110.819254,32.277765,0.68,6247.0,1986,5,5.0,4400.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Thermador, Oven: Thermador",1.0,"Mexican Tile, Wood",59.0
21826766,832375.0,85755,-110.985688,32.463623,0.37,966.97,2018,3,4.0,2307.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In",1.0,"Carpet, Ceramic Tile",213.0
21505063,790000.0,85719,-110.940104,32.230184,0.3,4249.0,1934,4,5.0,3277.0,1.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Ceramic Tile, Concrete",0.0
21502777,825000.0,85750,-110.835536,32.314805,0.92,1954.2,2013,4,5.0,4334.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",66.0
21918237,820000.0,85755,-110.980046,32.425084,0.97,8676.23,1999,4,4.0,3488.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: travertine, Microwave: -, Oven: -",1.0,"Carpet, Natural Stone",89.0
21413743,800000.0,85755,-110.975498,32.435648,1.86,7693.88,2006,4,4.0,3909.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone, Wood",100.0
21901827,800000.0,85719,-110.937878,32.235241,0.18,2739.44,2018,4,3.0,2679.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Microwave: Bosch, Oven: Bosch",0.0,Concrete,0.0
21333888,812500.0,85739,-110.860817,32.544615,0.3,4387.28,2007,3,4.0,3738.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",148.0
21333643,825000.0,85739,-110.8602,32.548095,0.36,4833.34,2006,3,3.0,3526.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone, Wood",140.0
21826564,815000.0,85718,-110.937203,32.33307,1.06,5944.5,1986,3,4.0,3274.0,3.0,"Dishwasher, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless",3.0,"Carpet, Natural Stone, Wood",0.0
21709163,750000.0,85737,-110.969827,32.395684,0.83,6508.0,2004,3,3.0,2486.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",2.0,"Carpet, Ceramic Tile",21.0
21719765,800000.0,85718,-110.908635,32.33437,0.8,5074.0,1970,4,4.0,4753.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",2.0,Mexican Tile,6.0
21806253,775000.0,85749,-110.728576,32.303289,3.28,3115.91,2016,3,4.0,4975.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Appliance Color: Stainless",1.0,Concrete,200.0
21806114,810000.0,85719,-110.940763,32.233632,0.23,7175.9,1938,7,7.0,3605.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Refrigerator, Countertops: Corion",4.0,"Carpet, Ceramic Tile, Wood",0.0
21826748,750000.0,85755,-110.98114,32.426278,1.19,10147.06,2002,5,4.0,4627.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Conrete/Stone",4.0,"Carpet, Concrete, Natural Stone",85.0
21702126,877170.0,85755,-110.977158,32.459429,0.6,2005.57,0,3,4.0,3078.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,Other,167.0
21406635,770000.0,85750,-110.870445,32.315266,1.9,7338.0,1993,4,3.0,4390.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Mexican Tile",42.0
21332190,776500.0,85749,-110.738799,32.299728,3.34,5447.0,2003,4,5.0,3760.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Mexican Tile",8.0
21424876,800000.0,85750,-110.825387,32.319842,1.04,8284.0,1997,5,4.0,3729.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Natural Stone,122.0
21430258,795000.0,85719,-110.943269,32.2424,0.34,7208.0,1935,3,4.0,3764.0,2.0,"Dishwasher, Freezer, Oven",2.0,"Ceramic Tile, Mexican Tile, Wood, Other",0.0
21505031,775000.0,85715,-110.855533,32.257938,1.02,5374.0,1948,3,5.0,4384.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5.0,"Carpet, Concrete",48.0
21514621,780000.0,85718,-110.907145,32.326009,0.72,7784.0,2000,5,4.0,4208.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",0.0
21521402,810000.0,85715,-110.846786,32.26296,0.37,5962.37,1983,4,4.0,3758.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",4.0,"Ceramic Tile, Wood",48.0
21511383,750000.0,85755,-110.977706,32.437291,0.51,3787.69,2015,4,4.0,3673.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",100.0
21608910,815500.0,85718,-110.900843,32.321354,0.45,6251.06,2001,3,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",80.0
21609574,795000.0,85750,-110.827678,32.320048,0.9,10862.77,2004,4,5.0,4621.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Concrete, Natural Stone",30.0
21612131,800000.0,85718,-110.912114,32.302594,1.47,5174.83,1986,3,3.0,2771.0,2.0,,4.0,Mexican Tile,194.0
21105732,780000.0,85750,-110.873564,32.32409,0.38,5058.0,1993,4,4.0,3784.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Natural Stone,63.0
21222635,740000.0,85718,-110.950735,32.300747,1.36,7678.8,2002,5,5.0,4108.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Mexican Tile,12.0
21225650,815000.0,85755,-110.970342,32.459098,1.9,7732.11,2003,4,5.0,3551.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",107.0
21302016,797000.0,85750,-110.823886,32.283931,1.28,6063.14,2003,4,4.0,3689.0,5.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Natural Stone,110.0
21121847,765000.0,85750,-110.848583,32.319662,0.44,8560.09,2002,4,4.0,3867.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",116.0
21307351,805000.0,85750,-110.81094,32.289702,0.73,8634.84,2007,4,5.0,3894.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Concrete, Wood",0.0
21315482,815000.0,85718,-110.908872,32.333236,0.76,5069.0,1999,4,3.0,3308.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Mexican Tile",0.0
21300691,820000.0,85750,-110.844403,32.286772,1.03,8542.5,1993,4,3.0,3551.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",75.0
21623680,820000.0,85742,-111.014674,32.381802,1.39,1627.59,2017,4,4.0,3400.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",100.0
21720926,850000.0,85749,-110.793587,32.304482,1.33,8483.98,2000,3,3.0,3147.0,3.0,"Dishwasher, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless",4.0,Mexican Tile,62.0
21726608,775000.0,85750,-110.838678,32.316746,0.47,9863.62,1988,3,5.0,3836.0,3.0,"Dishwasher, Electric Range, Garbage Disposal, Refrigerator, Countertops: Quartz, Microwave: SS, Oven: SS GE Cafe",1.0,"Carpet, Ceramic Tile",135.0
21729517,800000.0,85750,-110.866553,32.326195,0.52,8654.0,1999,4,3.0,3424.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: Above GAS Cooktop, Oven: Double Ovens",2.0,"Carpet, Ceramic Tile, Natural Stone",55.0
21723801,805000.0,85749,-110.767496,32.275961,1.69,7075.0,2002,5,3.0,4238.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless",4.0,"Carpet, Natural Stone",64.0
21815625,810000.0,85750,-110.829223,32.315071,1.53,8182.0,1961,4,4.0,4237.0,2.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Taj Mahal Quartzite, Microwave: SS Jenn-Air, Oven: SS Jenn-Air",1.0,"Carpet, Other: Porcelain",0.0
21818616,805000.0,85749,-110.737425,32.300936,2.39,6925.94,1995,6,6.0,4225.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: yes, Oven: yes",4.0,"Ceramic Tile, Wood",0.0
21901676,800000.0,85745,-111.065631,32.251736,1.14,7491.0,1994,5,5.0,4526.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Black",1.0,"Carpet, Natural Stone",67.0
21907643,837000.0,85704,-110.982195,32.317994,2.08,6486.96,1986,5,3.0,3853.0,3.5,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Reverse Osmosis, Wet Bar, Appliance Color: Stainless, Countertops: Quartz, Oven: Gas",2.0,"Ceramic Tile, Concrete",0.0
21905837,825000.0,85749,-110.736772,32.306061,3.0,9531.0,2004,5,5.0,4418.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Dacor Stainless, Oven: Gas Decor Stainless",1.0,"Carpet, Ceramic Tile, Natural Stone, Wood",0.0
21913270,800000.0,85750,-110.835455,32.322104,0.42,9740.0,1993,4,5.0,4200.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Other, Microwave: microwave, Oven: Oven",1.0,"Carpet, Ceramic Tile",142.0
21902446,800000.0,85718,-110.928937,32.288142,1.0,2440.0,2019,4,4.0,3515.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,Concrete,5.0
21916211,812000.0,85750,-110.829454,32.320424,1.04,7559.47,1988,4,3.0,3580.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",1.0,"Ceramic Tile, Wood",66.67
21908215,790000.0,85718,-110.907943,32.336627,0.22,8385.0,2003,4,4.0,3232.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Natural Stone",92.0
21426326,790000.0,85737,-110.991185,32.40168,0.87,8999.0,1999,4,4.0,4036.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone",45.0
21326076,849000.0,85718,-110.898464,32.319941,0.41,6773.81,2001,4,4.0,4446.0,4.0,"Dishwasher, Microwave, Oven",0.0,"Carpet, Ceramic Tile",80.0
21711176,805000.0,85742,-111.028186,32.411172,0.97,9784.77,2006,5,6.0,4628.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Ceramic Tile, Wood",0.0
21901358,790000.0,85739,-110.851166,32.553876,0.28,7727.58,2017,3,3.0,3032.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in Wall, Oven: Built-in Wall",1.0,"Carpet, Ceramic Tile, Wood",180.0
21728257,795000.0,85718,-110.923246,32.305897,1.44,6800.98,2014,3,3.0,2706.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Ceramic Tile, Wood",4.16
21406709,775000.0,85718,-110.940064,32.313996,0.91,5179.0,1973,4,4.0,4113.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood",50.0
21314951,821080.0,85755,-110.976393,32.460397,1.0,2841.4,2013,3,3.0,3005.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Natural Stone,153.0
21410073,770000.0,85750,-110.844659,32.323698,0.53,6198.49,1995,3,3.0,3548.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",128.0
21421092,790000.0,85718,-110.92419,32.296349,1.34,6454.87,1998,4,4.0,3239.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Mexican Tile, Wood",151.0
21422226,718000.0,85712,-110.886945,32.260026,1.68,5699.86,1959,6,3.0,5040.0,0.0,"Dishwasher, Refrigerator, Oven",1.0,"Concrete, Vinyl, Wood",0.0
21431945,770000.0,85750,-110.833096,32.310391,0.9,7959.0,1997,5,3.0,4482.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Other",0.0
21118542,750000.0,85715,-110.861402,32.259228,0.6,8404.19,1968,5,5.0,4681.0,2.0,Refrigerator,3.0,"Carpet, Ceramic Tile, Mexican Tile, Vinyl",48.0
21728623,750000.0,85718,-110.902882,32.319246,0.69,6997.28,1984,4,4.0,3419.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Prep Sink, Refrigerator, Reverse Osmosis, Warming Drawer, Wet Bar, Appliance Color: White",2.0,"Carpet, Ceramic Tile",135.0
21824482,795000.0,85718,-110.875446,32.325673,1.0,6762.45,1979,4,4.0,4617.0,2.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Warming Drawer",2.0,Ceramic Tile,258.0
